,unique_id,x_index,y_index,time_bin,crime_count,neighbourhood_crime_count,hotspot
184531,8806,110,35,2013-02-28,2.0,35.0,0
184557,8974,112,38,2013-02-28,1.0,38.0,0
184628,4812,65,56,2013-02-28,0.0,119.0,0
184656,10137,126,35,2013-02-28,0.0,39.0,0
184705,6609,83,32,2013-02-28,0.0,11.0,0
184732,5158,68,56,2013-02-28,0.0,115.0,0
184745,10634,132,37,2013-02-28,0.0,35.0,0
184779,8554,107,17,2013-02-28,1.0,20.0,0
184842,5157,68,55,2013-02-28,5.0,113.0,1
184878,4463,62,53,2013-02-28,0.0,110.0,0
184884,4013,58,55,2013-02-28,2.0,48.0,0
184887,10635,132,38,2013-02-28,1.0,37.0,0
184921,10508,130,72,2013-02-28,7.0,17.0,1
184936,5159,68,57,2013-02-28,3.0,104.0,0
184941,8721,109,28,2013-02-28,0.0,30.0,0
184958,5590,72,65,2013-02-28,1.0,27.0,0
184969,4693,64,52,2013-02-28,2.0,132.0,0
185008,10669,132,72,2013-02-28,1.0,17.0,0
185022,7084,88,52,2013-02-28,0.0,12.0,0
185040,10470,130,34,2013-02-28,0.0,31.0,0
185041,7991,99,73,2013-02-28,2.0,19.0,0
185062,11513,143,46,2013-02-28,0.0,27.0,0
185086,9211,115,26,2013-02-28,0.0,15.0,0
185094,9236,115,51,2013-02-28,2.0,29.0,0
185144,4617,63,91,2013-02-28,2.0,21.0,0
185150,9071,113,51,2013-02-28,1.0,32.0,0
185161,8666,108,51,2013-02-28,1.0,21.0,0
185173,9834,122,74,2013-02-28,1.0,14.0,0
185178,8381,104,78,2013-02-28,0.0,13.0,0
185202,6048,77,34,2013-02-28,0.0,5.0,0
185230,6610,83,33,2013-02-28,2.0,13.0,0
185345,8657,108,42,2013-02-28,0.0,36.0,0
185356,8749,109,56,2013-02-28,1.0,23.0,0
185374,6066,77,52,2013-02-28,0.0,28.0,0
185375,10638,132,41,2013-02-28,1.0,38.0,0
185393,5155,68,53,2013-02-28,7.0,111.0,1
185399,4696,64,55,2013-02-28,0.0,134.0,0
185429,4017,58,59,2013-02-28,0.0,31.0,0
185525,11122,138,52,2013-02-28,1.0,32.0,0
185608,8488,106,30,2013-02-28,0.0,31.0,0
185628,5588,72,63,2013-02-28,0.0,34.0,0
185647,11430,142,41,2013-02-28,0.0,16.0,0
185650,6182,78,71,2013-02-28,0.0,21.0,0
185672,5156,68,54,2013-02-28,7.0,113.0,1
185704,9983,124,51,2013-02-28,0.0,41.0,0
185712,1448,35,101,2013-02-28,0.0,21.0,0
185719,7897,98,56,2013-02-28,1.0,9.0,0
185732,8412,105,32,2013-02-28,1.0,31.0,0
185797,11516,143,49,2013-02-28,0.0,24.0,0
185820,6076,77,62,2013-02-28,1.0,32.0,0
185825,11107,138,37,2013-02-28,1.0,23.0,0
185851,4456,62,46,2013-02-28,0.0,37.0,0
185854,9061,113,41,2013-02-28,0.0,31.0,0
185869,11119,138,49,2013-02-28,2.0,33.0,0
185884,5955,76,39,2013-02-28,0.0,7.0,0
185902,2687,46,97,2013-02-28,0.0,29.0,0
185919,5271,69,55,2013-02-28,4.0,118.0,0
185935,9326,116,58,2013-02-28,3.0,29.0,0
185949,10068,125,51,2013-02-28,2.0,38.0,0
185955,10727,133,50,2013-02-28,0.0,25.0,0
185956,8458,105,78,2013-02-28,0.0,12.0,0
185962,8494,106,36,2013-02-28,0.0,30.0,0
185993,5975,76,59,2013-02-28,2.0,38.0,0
185996,8565,107,28,2013-02-28,0.0,33.0,0
186003,8728,109,35,2013-02-28,0.0,37.0,0
186004,10473,130,37,2013-02-28,0.0,50.0,0
186021,11822,149,34,2013-02-28,0.0,6.0,0
186036,11517,143,50,2013-02-28,3.0,23.0,0
186044,5486,71,62,2013-02-28,0.0,41.0,0
186046,9212,115,27,2013-02-28,0.0,17.0,0
186071,4694,64,53,2013-02-28,1.0,136.0,0
186082,1371,34,98,2013-02-28,1.0,23.0,0
186084,5273,69,57,2013-02-28,0.0,111.0,0
186105,5485,71,61,2013-02-28,2.0,48.0,0
186149,10069,125,52,2013-02-28,5.0,38.0,1
186219,11120,138,50,2013-02-28,2.0,33.0,0
186285,6074,77,60,2013-02-28,1.0,37.0,0
186312,7990,99,72,2013-02-28,0.0,15.0,0
186351,6073,77,59,2013-02-28,0.0,38.0,0
186356,8557,107,20,2013-02-28,2.0,27.0,0
186360,4460,62,50,2013-02-28,10.0,82.0,1
186365,8668,108,53,2013-02-28,2.0,21.0,0
186368,3486,53,92,2013-02-28,1.0,25.0,0
186372,1292,33,98,2013-02-28,1.0,22.0,0
186390,7520,93,77,2013-02-28,0.0,12.0,0
186391,5491,71,67,2013-02-28,0.0,25.0,0
186392,11514,143,47,2013-02-28,0.0,23.0,0
186405,8406,105,26,2013-02-28,0.0,30.0,0
186407,5160,68,58,2013-02-28,1.0,96.0,0
186428,10723,133,46,2013-02-28,0.0,32.0,0
186443,11186,139,41,2013-02-28,0.0,18.0,0
186444,6819,85,60,2013-02-28,1.0,14.0,0
186445,7079,88,47,2013-02-28,0.0,14.0,0
186490,1370,34,97,2013-02-28,0.0,20.0,0
186497,11515,143,48,2013-02-28,1.0,23.0,0
186534,4461,62,51,2013-02-28,0.0,88.0,0
186571,5977,76,61,2013-02-28,0.0,35.0,0
186575,5270,69,54,2013-02-28,4.0,116.0,0
186591,9747,121,71,2013-02-28,0.0,17.0,0
186615,5175,68,73,2013-02-28,0.0,41.0,0
186650,4732,64,91,2013-02-28,0.0,19.0,0
186677,5269,69,53,2013-02-28,1.0,112.0,0
186702,5484,71,60,2013-02-28,0.0,65.0,0
186740,11439,142,50,2013-02-28,2.0,31.0,0
186765,11508,143,41,2013-02-28,0.0,15.0,0
186794,8763,109,70,2013-02-28,1.0,20.0,0
186797,5399,70,77,2013-02-28,2.0,44.0,0
186828,5584,72,59,2013-02-28,1.0,80.0,0
186831,10749,133,72,2013-02-28,3.0,15.0,0
186836,8644,108,29,2013-02-28,1.0,32.0,0
186844,11197,139,52,2013-02-28,0.0,31.0,0
186898,8712,109,19,2013-02-28,0.0,18.0,0
186917,6172,78,61,2013-02-28,0.0,34.0,0
186967,2911,48,91,2013-02-28,2.0,21.0,0
186997,5400,70,78,2013-02-28,5.0,38.0,1
186998,9317,116,49,2013-02-28,0.0,31.0,0
187001,8651,108,36,2013-02-28,0.0,35.0,0
187010,11586,144,48,2013-02-28,0.0,22.0,0
187017,8643,108,28,2013-02-28,0.0,31.0,0
187053,5968,76,52,2013-02-28,0.0,27.0,0
187109,4695,64,54,2013-02-28,3.0,136.0,0
187177,9653,120,60,2013-02-28,0.0,20.0,0
187187,11587,144,49,2013-02-28,0.0,23.0,0
187210,10006,124,74,2013-02-28,2.0,12.0,0
187221,8645,108,30,2013-02-28,2.0,30.0,0
187223,5967,76,51,2013-02-28,1.0,27.0,0
187249,9652,120,59,2013-02-28,0.0,22.0,0
187270,8761,109,68,2013-02-28,0.0,19.0,0
187299,11440,142,51,2013-02-28,1.0,32.0,0
187306,9920,123,74,2013-02-28,0.0,15.0,0
187346,10054,125,37,2013-02-28,1.0,50.0,0
187357,8648,108,33,2013-02-28,3.0,36.0,0
187434,9323,116,55,2013-02-28,0.0,45.0,0
187468,1752,38,100,2013-02-28,0.0,29.0,0
187489,8399,105,19,2013-02-28,1.0,24.0,0
187542,8762,109,69,2013-02-28,1.0,21.0,0
187587,5987,76,71,2013-02-28,0.0,25.0,0
187596,8479,106,21,2013-02-28,0.0,26.0,0
187599,10718,133,41,2013-02-28,2.0,36.0,0
187601,8765,109,72,2013-02-28,1.0,19.0,0
187603,5153,68,51,2013-02-28,1.0,98.0,0
187615,5969,76,53,2013-02-28,1.0,31.0,0
187621,7915,98,74,2013-02-28,0.0,20.0,0
187629,1290,33,96,2013-02-28,0.0,19.0,0
187647,9967,124,35,2013-02-28,0.0,35.0,0
187654,4699,64,58,2013-02-28,2.0,101.0,0
187669,8642,108,27,2013-02-28,0.0,29.0,0
187701,10555,131,38,2013-02-28,1.0,40.0,0
187719,1522,36,95,2013-02-28,1.0,20.0,0
187749,5993,76,77,2013-02-28,0.0,27.0,0
187855,10649,132,52,2013-02-28,0.0,22.0,0
187938,6049,77,35,2013-02-28,0.0,5.0,0
187978,2795,47,91,2013-02-28,0.0,24.0,0
187985,10562,131,45,2013-02-28,0.0,28.0,0
187995,1753,38,101,2013-02-28,0.0,21.0,0
187999,2801,47,97,2013-02-28,0.0,31.0,0
188009,8575,107,38,2013-02-28,1.0,32.0,0
188025,7339,91,60,2013-02-28,0.0,7.0,0
188043,8764,109,71,2013-02-28,0.0,20.0,0
188045,10055,125,38,2013-02-28,0.0,46.0,0
188091,9906,123,60,2013-02-28,0.0,19.0,0
188094,8754,109,61,2013-02-28,0.0,14.0,0
188111,5152,68,50,2013-02-28,0.0,95.0,0
188144,5394,70,72,2013-02-28,3.0,36.0,0
188150,11441,142,52,2013-02-28,0.0,31.0,0
188215,4459,62,49,2013-02-28,1.0,68.0,0
188216,8653,108,38,2013-02-28,7.0,36.0,1
188233,10554,131,37,2013-02-28,0.0,43.0,0
188247,2568,45,93,2013-02-28,0.0,27.0,0
188253,4692,64,51,2013-02-28,3.0,113.0,0
188274,4461,62,51,2013-03-14,0.0,113.0,0
188283,5697,73,72,2013-03-14,0.0,35.0,0
188295,8956,112,20,2013-03-14,0.0,8.0,0
188297,10155,126,53,2013-03-14,4.0,21.0,0
188304,5967,76,51,2013-03-14,0.0,22.0,0
188333,4571,63,45,2013-03-14,4.0,34.0,0
188358,11042,137,49,2013-03-14,0.0,25.0,0
188412,2568,45,93,2013-03-14,2.0,41.0,0
188421,10055,125,38,2013-03-14,0.0,40.0,0
188441,5485,71,61,2013-03-14,0.0,50.0,0
188451,1448,35,101,2013-03-14,0.0,14.0,0
188486,7163,89,48,2013-03-14,1.0,13.0,0
188505,11735,147,33,2013-03-14,1.0,12.0,0
188517,10156,126,54,2013-03-14,0.0,23.0,0
188523,4572,63,46,2013-03-14,1.0,45.0,0
188527,11266,140,41,2013-03-14,2.0,20.0,0
188576,9259,115,75,2013-03-14,0.0,13.0,0
188589,10390,129,35,2013-03-14,2.0,35.0,0
188613,5892,75,74,2013-03-14,1.0,33.0,0
188617,11430,142,41,2013-03-14,3.0,17.0,0
188631,5157,68,55,2013-03-14,4.0,151.0,0
188633,8227,102,78,2013-03-14,1.0,28.0,0
188641,5694,73,69,2013-03-14,0.0,25.0,0
188665,3262,51,96,2013-03-14,0.0,26.0,0
188673,8151,101,78,2013-03-14,1.0,29.0,0
188681,8842,110,71,2013-03-14,0.0,17.0,0
188707,9461,118,34,2013-03-14,0.0,25.0,0
188724,11586,144,48,2013-03-14,0.0,25.0,0
188767,4578,63,52,2013-03-14,1.0,146.0,0
188780,5152,68,50,2013-03-14,1.0,121.0,0
188817,5155,68,53,2013-03-14,9.0,143.0,1
188819,8226,102,77,2013-03-14,3.0,28.0,0
188831,5773,74,51,2013-03-14,0.0,28.0,0
188858,6989,87,47,2013-03-14,0.0,18.0,0
188861,10908,135,71,2013-03-14,0.0,10.0,0
188872,4696,64,55,2013-03-14,2.0,165.0,0
188897,5969,76,53,2013-03-14,0.0,27.0,0
188920,8479,106,21,2013-03-14,0.0,20.0,0
188924,5156,68,54,2013-03-14,10.0,151.0,1
188925,5153,68,51,2013-03-14,1.0,127.0,0
188946,10322,128,51,2013-03-14,0.0,22.0,0
188956,11044,137,51,2013-03-14,1.0,24.0,0
188966,4843,65,87,2013-03-14,3.0,32.0,0
188973,5774,74,52,2013-03-14,3.0,34.0,0
188995,4149,59,80,2013-03-14,0.0,6.0,0
189001,8106,101,33,2013-03-14,0.0,29.0,0
189024,8399,105,19,2013-03-14,0.0,16.0,0
189042,10157,126,55,2013-03-14,0.0,25.0,0
189046,11043,137,50,2013-03-14,1.0,25.0,0
189057,9323,116,55,2013-03-14,1.0,41.0,0
189076,5696,73,71,2013-03-14,0.0,28.0,0
189077,8406,105,26,2013-03-14,0.0,37.0,0
189081,5160,68,58,2013-03-14,1.0,124.0,0
189099,10054,125,37,2013-03-14,1.0,41.0,0
189121,5484,71,60,2013-03-14,0.0,71.0,0
189127,2096,41,94,2013-03-14,0.0,30.0,0
189135,2369,44,8,2013-03-14,1.0,4.0,0
189141,11587,144,49,2013-03-14,2.0,25.0,0
189157,5776,74,54,2013-03-14,0.0,41.0,0
189195,5695,73,70,2013-03-14,0.0,25.0,0
189239,5968,76,52,2013-03-14,0.0,25.0,0
189259,5158,68,56,2013-03-14,1.0,152.0,0
189266,11781,148,34,2013-03-14,4.0,12.0,0
189280,10323,128,52,2013-03-14,1.0,23.0,0
189293,9834,122,74,2013-03-14,0.0,12.0,0
189314,4959,66,87,2013-03-14,1.0,31.0,0
189336,10470,130,34,2013-03-14,0.0,31.0,0
189347,10508,130,72,2013-03-14,1.0,12.0,0
189351,3261,51,95,2013-03-14,0.0,27.0,0
189358,5159,68,57,2013-03-14,2.0,144.0,0
189367,6172,78,61,2013-03-14,2.0,29.0,0
189393,8653,108,38,2013-03-14,3.0,25.0,0
189397,4574,63,48,2013-03-14,0.0,83.0,0
189476,11693,146,41,2013-03-14,0.0,12.0,0
189486,4699,64,58,2013-03-14,2.0,126.0,0
189505,4459,62,49,2013-03-14,0.0,86.0,0
189524,5987,76,71,2013-03-14,0.0,19.0,0
189560,8651,108,36,2013-03-14,0.0,28.0,0
189607,10219,127,33,2013-03-14,1.0,33.0,0
189685,10638,132,41,2013-03-14,0.0,38.0,0
189691,4923,66,51,2013-03-14,2.0,136.0,0
189722,4922,66,50,2013-03-14,0.0,129.0,0
189736,4576,63,50,2013-03-14,1.0,131.0,0
189745,9485,118,58,2013-03-14,2.0,25.0,0
189764,8881,111,28,2013-03-14,1.0,34.0,0
189777,4924,66,52,2013-03-14,4.0,146.0,0
189816,8657,108,42,2013-03-14,0.0,27.0,0
189833,6340,80,40,2013-03-14,0.0,22.0,0
189859,5865,75,47,2013-03-14,0.0,24.0,0
189930,4921,66,49,2013-03-14,0.0,104.0,0
189935,11357,141,50,2013-03-14,2.0,32.0,0
189968,9502,118,75,2013-03-14,0.0,12.0,0
189979,8644,108,29,2013-03-14,1.0,37.0,0
189981,4238,60,57,2013-03-14,0.0,69.0,0
190004,2911,48,91,2013-03-14,2.0,29.0,0
190033,8645,108,30,2013-03-14,0.0,35.0,0
190036,10342,128,71,2013-03-14,0.0,12.0,0
190045,8258,103,32,2013-03-14,1.0,35.0,0
190051,5872,75,54,2013-03-14,0.0,31.0,0
190057,11440,142,51,2013-03-14,1.0,32.0,0
190102,8643,108,28,2013-03-14,1.0,36.0,0
190109,4236,60,55,2013-03-14,1.0,82.0,0
190114,4575,63,49,2013-03-14,1.0,107.0,0
190121,10649,132,52,2013-03-14,0.0,14.0,0
190141,11441,142,52,2013-03-14,1.0,30.0,0
190143,10877,135,40,2013-03-14,2.0,23.0,0
190177,9317,116,49,2013-03-14,0.0,22.0,0
190193,4237,60,56,2013-03-14,1.0,76.0,0
190224,5993,76,77,2013-03-14,0.0,17.0,0
190226,8642,108,27,2013-03-14,1.0,39.0,0
190248,11197,139,52,2013-03-14,1.0,32.0,0
190311,8648,108,33,2013-03-14,0.0,33.0,0
190335,11439,142,50,2013-03-14,2.0,32.0,0
190367,5719,73,94,2013-03-14,1.0,5.0,0
190402,11034,137,41,2013-03-14,3.0,23.0,0
190439,8894,111,41,2013-03-14,1.0,34.0,0
190521,10006,124,74,2013-03-14,0.0,12.0,0
190580,5269,69,53,2013-03-14,0.0,138.0,0
190610,11119,138,49,2013-03-14,1.0,33.0,0
190620,4456,62,46,2013-03-14,0.0,43.0,0
190640,11348,141,41,2013-03-14,0.0,18.0,0
190643,5270,69,54,2013-03-14,4.0,143.0,0
190646,5977,76,61,2013-03-14,2.0,34.0,0
190653,6349,80,49,2013-03-14,3.0,15.0,0
190682,10228,127,42,2013-03-14,0.0,44.0,0
190691,11120,138,50,2013-03-14,1.0,33.0,0
190709,5175,68,73,2013-03-14,3.0,41.0,0
190710,7990,99,72,2013-03-14,0.0,22.0,0
190758,9747,121,71,2013-03-14,0.0,11.0,0
190828,4273,60,92,2013-03-14,0.0,20.0,0
190840,5975,76,59,2013-03-14,3.0,35.0,0
190861,5273,69,57,2013-03-14,3.0,137.0,0
190864,10828,134,71,2013-03-14,0.0,10.0,0
190907,5486,71,62,2013-03-14,1.0,43.0,0
190926,11822,149,34,2013-03-14,0.0,10.0,0
190931,10902,135,65,2013-03-14,0.0,5.0,0
190951,10473,130,37,2013-03-14,0.0,44.0,0
190954,8458,105,78,2013-03-14,1.0,29.0,0
190966,8412,105,32,2013-03-14,0.0,39.0,0
190970,7897,98,56,2013-03-14,0.0,9.0,0
190974,2687,46,97,2013-03-14,0.0,41.0,0
190986,4577,63,51,2013-03-14,2.0,139.0,0
191004,5271,69,55,2013-03-14,7.0,143.0,1
191052,3147,50,96,2013-03-14,2.0,31.0,0
191076,5701,73,76,2013-03-14,1.0,39.0,0
191086,9983,124,51,2013-03-14,0.0,23.0,0
191104,11686,146,34,2013-03-14,1.0,13.0,0
191117,4927,66,55,2013-03-14,4.0,155.0,0
191154,11122,138,52,2013-03-14,0.0,31.0,0
191191,4928,66,56,2013-03-14,3.0,150.0,0
191223,10635,132,38,2013-03-14,3.0,36.0,0
191263,10223,127,37,2013-03-14,0.0,45.0,0
191280,8250,103,24,2013-03-14,2.0,26.0,0
191283,4925,66,53,2013-03-14,2.0,152.0,0
191331,4926,66,54,2013-03-14,1.0,155.0,0
191335,9243,115,58,2013-03-14,1.0,28.0,0
191379,4386,61,92,2013-03-14,0.0,22.0,0
191406,7991,99,73,2013-03-14,0.0,28.0,0
191415,4460,62,50,2013-03-14,6.0,106.0,1
191419,10669,132,72,2013-03-14,1.0,13.0,0
191420,4573,63,47,2013-03-14,1.0,65.0,0
191422,2338,43,98,2013-03-14,2.0,36.0,0
191441,7084,88,52,2013-03-14,2.0,15.0,0
191468,8668,108,53,2013-03-14,3.0,21.0,0
191469,7079,88,47,2013-03-14,0.0,13.0,0
191471,6819,85,60,2013-03-14,0.0,20.0,0
191486,5491,71,67,2013-03-14,0.0,27.0,0
191498,7520,93,77,2013-03-14,1.0,17.0,0
191501,7422,92,61,2013-03-14,0.0,16.0,0
191516,10227,127,41,2013-03-14,4.0,43.0,0
191556,10634,132,37,2013-03-14,0.0,36.0,0
191592,4929,66,57,2013-03-14,0.0,141.0,0
191672,8666,108,51,2013-03-14,2.0,20.0,0
191680,9071,113,51,2013-03-14,0.0,33.0,0
191711,9623,120,30,2013-03-14,1.0,19.0,0
191730,9211,115,26,2013-03-14,1.0,20.0,0
191750,11513,143,46,2013-03-14,0.0,27.0,0
191778,6609,83,32,2013-03-14,0.0,16.0,0
191786,9402,117,53,2013-03-14,0.0,35.0,0
191790,7176,89,61,2013-03-14,0.0,20.0,0
191801,8554,107,17,2013-03-14,0.0,18.0,0
191877,8557,107,20,2013-03-14,0.0,21.0,0
191915,9404,117,55,2013-03-14,1.0,42.0,0
191948,4807,65,51,2013-03-14,0.0,140.0,0
191963,4693,64,52,2013-03-14,4.0,156.0,0
191988,4802,65,46,2013-03-14,2.0,43.0,0
191991,4350,61,56,2013-03-14,1.0,92.0,0
192109,4017,58,59,2013-03-14,0.0,35.0,0
192169,4013,58,55,2013-03-14,4.0,47.0,0
192170,8331,104,28,2013-03-14,0.0,36.0,0
192174,4348,61,54,2013-03-14,0.0,98.0,0
192198,7177,89,62,2013-03-14,0.0,20.0,0
192242,8799,110,28,2013-03-14,1.0,39.0,0
192253,4803,65,47,2013-03-14,2.0,62.0,0
192259,4468,62,58,2013-03-14,1.0,90.0,0
192260,4349,61,55,2013-03-14,4.0,98.0,0
192282,8974,112,38,2013-03-14,1.0,31.0,0
192283,5955,76,39,2013-03-14,0.0,13.0,0
192290,9326,116,58,2013-03-14,4.0,28.0,0
192304,8811,110,40,2013-03-14,1.0,29.0,0
192341,4812,65,56,2013-03-14,1.0,150.0,0
192381,10140,126,38,2013-03-14,4.0,44.0,0
192403,6076,77,62,2013-03-14,0.0,31.0,0
192405,11107,138,37,2013-03-14,0.0,19.0,0
192409,10798,134,41,2013-03-14,0.0,26.0,0
192424,8494,106,36,2013-03-14,1.0,26.0,0
192430,1371,34,98,2013-03-14,0.0,15.0,0
192461,8565,107,28,2013-03-14,0.0,36.0,0
192462,5675,73,50,2013-03-14,1.0,54.0,0
192464,8728,109,35,2013-03-14,0.0,30.0,0
192471,10069,125,52,2013-03-14,3.0,23.0,0
192475,4815,65,59,2013-03-14,0.0,103.0,0
192491,10311,128,40,2013-03-14,1.0,48.0,0
192513,11516,143,49,2013-03-14,2.0,27.0,0
192520,4814,65,58,2013-03-14,3.0,120.0,0
192542,8973,112,37,2013-03-14,1.0,34.0,0
192558,3187,51,21,2013-03-14,1.0,8.0,0
192564,8806,110,35,2013-03-14,0.0,28.0,0
192583,4809,65,53,2013-03-14,0.0,154.0,0
192608,6074,77,60,2013-03-14,1.0,32.0,0
192619,8978,112,42,2013-03-14,2.0,34.0,0
192649,4808,65,52,2013-03-14,7.0,149.0,1
192658,6073,77,59,2013-03-14,0.0,34.0,0
192682,11186,139,41,2013-03-14,0.0,21.0,0
192686,10137,126,35,2013-03-14,1.0,35.0,0
192687,11514,143,47,2013-03-14,0.0,28.0,0
192721,10139,126,37,2013-03-14,2.0,45.0,0
192725,8808,110,37,2013-03-14,0.0,30.0,0
192728,4811,65,55,2013-03-14,2.0,156.0,0
192731,1370,34,97,2013-03-14,1.0,13.0,0
192735,11515,143,48,2013-03-14,0.0,27.0,0
192746,10310,128,39,2013-03-14,1.0,46.0,0
192809,4810,65,54,2013-03-14,1.0,157.0,0
192817,4732,64,91,2013-03-14,0.0,23.0,0
192829,9408,117,59,2013-03-14,1.0,30.0,0
192832,4580,63,54,2013-03-14,2.0,156.0,0
192848,6048,77,34,2013-03-14,1.0,9.0,0
192861,5043,67,56,2013-03-14,3.0,148.0,0
192883,9381,117,32,2013-03-14,1.0,28.0,0
192891,1752,38,100,2013-03-14,2.0,26.0,0
192919,9653,120,60,2013-03-14,3.0,27.0,0
192936,8761,109,68,2013-03-14,1.0,22.0,0
192954,9652,120,59,2013-03-14,1.0,26.0,0
192960,9920,123,74,2013-03-14,0.0,12.0,0
192977,5044,67,57,2013-03-14,8.0,138.0,1
193011,5041,67,54,2013-03-14,4.0,152.0,0
193012,10749,133,72,2013-03-14,2.0,10.0,0
193075,5042,67,55,2013-03-14,6.0,152.0,1
193156,10554,131,37,2013-03-14,2.0,42.0,0
193176,2801,47,97,2013-03-14,3.0,41.0,0
193182,8764,109,71,2013-03-14,1.0,18.0,0
193208,8768,109,75,2013-03-14,0.0,14.0,0
193211,8765,109,72,2013-03-14,1.0,15.0,0
193230,4691,64,50,2013-03-14,0.0,138.0,0
193244,5394,70,72,2013-03-14,1.0,41.0,0
193268,10555,131,38,2013-03-14,3.0,42.0,0
193319,8762,109,69,2013-03-14,1.0,22.0,0
193339,2457,44,98,2013-03-14,2.0,35.0,0
193348,5045,67,58,2013-03-14,0.0,119.0,0
193355,5809,74,87,2013-03-14,1.0,15.0,0
193373,8186,102,37,2013-03-14,0.0,14.0,0
193418,10296,128,25,2013-03-14,4.0,11.0,0
193420,8763,109,70,2013-03-14,0.0,18.0,0
193427,5046,67,59,2013-03-14,0.0,103.0,0
193498,6049,77,35,2013-03-14,0.0,9.0,0
193593,6066,77,52,2013-03-14,0.0,26.0,0
193605,7623,95,19,2013-03-14,0.0,11.0,0
193626,8987,112,51,2013-03-14,0.0,32.0,0
193644,6610,83,33,2013-03-14,4.0,20.0,0
193662,8749,109,56,2013-03-14,0.0,20.0,0
193740,6615,83,38,2013-03-14,1.0,29.0,0
193744,5039,67,52,2013-03-14,4.0,143.0,0
193751,5802,74,80,2013-03-14,0.0,30.0,0
193765,5400,70,78,2013-03-14,4.0,41.0,0
193771,5038,67,51,2013-03-14,1.0,132.0,0
193815,5399,70,77,2013-03-14,7.0,43.0,1
193823,5040,67,53,2013-03-14,4.0,148.0,0
193827,11508,143,41,2013-03-14,0.0,14.0,0
193860,2453,44,94,2013-03-14,2.0,39.0,0
193893,4692,64,51,2013-03-14,4.0,146.0,0
193943,5812,74,90,2013-03-14,1.0,12.0,0
193966,2795,47,91,2013-03-14,2.0,30.0,0
193967,2452,44,93,2013-03-14,0.0,36.0,0
193968,8754,109,61,2013-03-14,1.0,19.0,0
193974,9906,123,60,2013-03-14,0.0,20.0,0
193975,7339,91,60,2013-03-14,4.0,17.0,0
193989,1522,36,95,2013-03-14,0.0,14.0,0
193998,10562,131,45,2013-03-14,0.0,32.0,0
193999,1753,38,101,2013-03-14,0.0,23.0,0
194000,1637,37,103,2013-03-14,0.0,15.0,0
194020,8968,112,32,2013-03-14,1.0,36.0,0
194026,10397,129,42,2013-03-14,1.0,48.0,0
194059,10953,136,38,2013-03-14,1.0,25.0,0
194073,10392,129,37,2013-03-14,0.0,44.0,0
194099,4982,66,110,2013-03-14,2.0,6.0,0
194133,4833,65,77,2013-03-14,1.0,35.0,0
194136,4831,65,75,2013-03-14,0.0,37.0,0
194199,6182,78,71,2013-03-14,0.0,16.0,0
194210,1290,33,96,2013-03-14,1.0,12.0,0
194223,9061,113,41,2013-03-14,1.0,33.0,0
194230,7915,98,74,2013-03-14,1.0,33.0,0
194233,8303,103,77,2013-03-14,5.0,28.0,1
194240,5686,73,61,2013-03-14,0.0,37.0,0
194242,5588,72,63,2013-03-14,1.0,32.0,0
194273,9257,115,73,2013-03-14,0.0,15.0,0
194286,5783,74,61,2013-03-14,1.0,33.0,0
194299,10718,133,41,2013-03-14,1.0,32.0,0
194363,9967,124,35,2013-03-14,2.0,35.0,0
194413,8721,109,28,2013-03-14,1.0,37.0,0
194436,9420,117,75,2013-03-14,1.0,11.0,0
194456,5590,72,65,2013-03-14,1.0,25.0,0
194464,5684,73,59,2013-03-14,6.0,63.0,1
194465,4617,63,91,2013-03-14,1.0,24.0,0
194470,9236,115,51,2013-03-14,2.0,29.0,0
194542,9093,113,73,2013-03-14,0.0,14.0,0
194555,5584,72,59,2013-03-14,0.0,83.0,0
194583,8712,109,19,2013-03-14,0.0,8.0,0
194612,4688,64,47,2013-03-14,0.0,65.0,0
194623,7165,89,50,2013-03-14,0.0,12.0,0
194638,1292,33,98,2013-03-14,0.0,13.0,0
194639,5679,73,54,2013-03-14,0.0,70.0,0
194646,3486,53,92,2013-03-14,1.0,23.0,0
194669,4695,64,54,2013-03-14,4.0,166.0,0
194688,10152,126,50,2013-03-14,3.0,21.0,0
194692,4463,62,53,2013-03-14,1.0,123.0,0
194696,10723,133,46,2013-03-14,0.0,21.0,0
194730,10987,136,72,2013-03-14,0.0,9.0,0
194742,10154,126,52,2013-03-14,1.0,21.0,0
194754,4127,59,58,2013-03-14,1.0,49.0,0
194775,8575,107,38,2013-03-14,0.0,24.0,0
194782,4835,65,79,2013-03-14,0.0,33.0,0
194789,10312,128,41,2013-03-14,1.0,44.0,0
194795,8304,103,78,2013-03-14,0.0,28.0,0
194814,8970,112,34,2013-03-14,0.0,31.0,0
194816,9212,115,27,2013-03-14,0.0,23.0,0
194869,5676,73,51,2013-03-14,1.0,54.0,0
194908,4687,64,46,2013-03-14,0.0,45.0,0
194933,8381,104,78,2013-03-14,0.0,27.0,0
194971,11517,143,50,2013-03-14,3.0,27.0,0
194982,10143,126,41,2013-03-14,2.0,41.0,0
194994,5778,74,56,2013-03-14,0.0,44.0,0
195000,10068,125,51,2013-03-14,1.0,21.0,0
195015,4128,59,59,2013-03-14,1.0,45.0,0
195063,4126,59,57,2013-03-14,1.0,55.0,0
195146,9378,117,29,2013-03-14,0.0,24.0,0
195149,10727,133,50,2013-03-14,0.0,18.0,0
195192,4979,66,107,2013-03-14,2.0,7.0,0
